product_id,product_name,product_brand,gender,price(INR),color,season,rating,category,stock_status,sub_category
10075289,Bohemia Crystal Set of 6 Green Whiskey Glasses,Bohemia Crystal,Unisex,2639, Green,fall,6.6,Clothing,Low Stock,Other
10071065,Campus Women Grey Mesh Running Shoes,Campus,Women,647, Grey,fall,4.7,Footwear,Out of Stock,Other
10064765,INVICTUS Men Grey & Blue Slim Fit Checked Regular Trousers,INVICTUS,Men,839,Blue,spring,8.1,Clothing,In Stock,Trousers
10068551,ZHEIA Women Blue Skinny Fit Mid-Rise Clean Look Stretchable Jeans,ZHEIA,Women,881,Blue,spring,6.3,Clothing,Low Stock,Jeans
10101627,Steenbok Men Green & White Striped Polo Collar T-shirt,Steenbok,Men,587, Green,summer,6.2,Clothing,Low Stock,Shirt
10101117,ELLE Girls Off-White Pure Cotton Printed Top,ELLE,Girls,404, White,fall,4.1,Clothing,Out of Stock,Other
10091939,Roadster Men Black Solid Lightweight Bomber Jacket,Roadster,Men,1999, Black,winter,8.4,Outerwear,In Stock,Jacket
10081401,Annabelle by Pantaloons Women Navy Blue Fit and Flare Dress,Annabelle by Pantaloons,Women,679,Blue,fall,7.1,Clothing,Low Stock,Other
1009002,Alvaro Castagnino Peach-Coloured Pocket Square,Alvaro Castagnino,Men,284, Red,fall,9.2,Clothing,In Stock,Other
10069727,Casio Sheen Women Rose Analogue watch SX239 SHE-3066PGL-4AUDF,CASIO,Women,5946, Rose,all season,5.9,Accessories,Low Stock,Watch
10080567,TAYHAA White Sand Stone Face Statue,TAYHAA,Unisex,1820, White,fall,8.1,Clothing,In Stock,Other
10101319,DODO & MOA Women White & Pink Fit and Flare Dress,DODO & MOA,Women,1210, White,fall,9.9,Clothing,In Stock,Other
10068687,GIORDANO Pink Solid Handheld Bag,GIORDANO,Women,1919, Pink,all season,9.8,Accessories,In Stock,Bag
10064141,Newport Men Green Printed Round Neck T-shirt,Newport,Men,479, Green,summer,5.8,Clothing,Low Stock,Shirt
10075829,Organic Harvest Unisex Shine & Glow Sheet Mask 20gm,Organic Harvest,Unisex,91,Maroon,fall,4.2,Clothing,Out of Stock,Other
1010483,Belle Fille Green Hooded Jacket,Belle Fille,Women,679, Green,winter,4.2,Outerwear,Out of Stock,Jacket
10066363,Allen Solly Men Navy Blue Slim Fit Printed Casual Shirt,Allen Solly,Men,1151,Blue,spring,6.6,Clothing,Low Stock,Shirt
10073437,UCLA Men White Printed Round Neck T-shirt,UCLA,Men,449, White,summer,7.8,Clothing,Low Stock,Shirt
10064065,Newport Men Green Printed Round Neck T-shirt,Newport,Men,479, Green,summer,5.4,Clothing,Low Stock,Shirt
10075405,Tokyo Talkies Women Brown Floral Printed Empire Dress,Tokyo Talkies,Women,1299, Brown,fall,4.2,Clothing,Out of Stock,Other
10074313,Divine Casa Green & Black Geometric AC Room 110 GSM Single Bed Dohar,Divine Casa,Unisex,1034, Green,fall,8.5,Clothing,In Stock,Other
10104843,Alena Women Red Printed A-Line Kurta,Alena,Women,692, Red,fall,5.3,Clothing,Low Stock,Kurta
10075295,Bohemia Crystal Set of 6 Yellow Cocktail Glasses,Bohemia Crystal,Unisex,2938, Yellow,fall,5,Clothing,Low Stock,Other
10097287,GIORDANO Orange Solid Shoulder Bag,GIORDANO,Women,1606, Orange,all season,5.9,Accessories,Low Stock,Bag
10064497,Roadster Men Navy Blue Slim Fit Mid-Rise Clean Look Stretchable Jeans,Roadster,Men,1299,Blue,spring,5.7,Clothing,Low Stock,Jeans
10101313,Soumya Beige Single Long Door Curtain,Soumya,Unisex,939, Beige,fall,4.6,Clothing,Out of Stock,Other
10101127,ELLE Girls Off-White Printed Top,ELLE,Girls,359, White,fall,9.8,Clothing,In Stock,Other
10097213,GIORDANO Brown Solid Shoulder Bag,GIORDANO,Women,1606, Brown,all season,5.4,Accessories,Low Stock,Bag
10065407,Louis Philippe Men Blue Regular Fit Solid Formal Shirt,Louis Philippe,Men,1836,Blue,spring,8.9,Clothing,In Stock,Shirt
10073621,ELLE Navy Blue Solid Shoulder Bag,ELLE,Women,1497,Blue,all season,8.5,Accessories,In Stock,Bag
10098661,Home Sparkle Set of 2 Red & White MDF Corner Wall Shelves,Home Sparkle,Unisex,591, Red,fall,8.5,Clothing,In Stock,Other
10071591,Kenneth Cole Men Black Leather Formal Brogues,Kenneth Cole,Men,3995, Black,fall,4.3,Clothing,Out of Stock,Other
10075747,plusS Women Pink & Off-White Maxi Dress,plusS,Women,944, White,fall,9.1,Clothing,In Stock,Other
10099511,Flying Machine Men White & Navy Blue Slim Fit Printed Casual Shirt,Flying Machine,Men,759,Blue,spring,6.4,Clothing,Low Stock,Shirt
10104845,Alena Women Navy Blue & Pink Printed A-Line Kurta,Alena,Women,683,Blue,fall,7.8,Clothing,Low Stock,Kurta
10089059,Devis Women Blue Skinny Fit High-Rise Clean Look Stretchable Jeans,Devis,Women,839,Blue,spring,9.9,Clothing,In Stock,Jeans
10071795,Campus Men Blue Mesh Running Shoes,Campus,Men,629,Blue,fall,8.9,Footwear,In Stock,Other
10069611,CASIO Enticer Women Rose Gold Analogue watch A1590 LTP-E141D-9AVDF,CASIO,Women,3496, Gold,all season,9.9,Accessories,In Stock,Watch
10089447,Bodycare Pack of 2 Assorted Lightly Padded T-shirt Bras E6552COS,Bodycare,Women,820,White,summer,9.8,Clothing,In Stock,Shirt
10074611,Vishudh Women Navy Blue Empire Dress,Vishudh,Women,1299,Blue,fall,5,Clothing,Low Stock,Other
10073615,Vishudh Women Black & Gold-Toned Printed Flared Palazzos,Vishudh,Women,699, Red,fall,4.5,Clothing,Out of Stock,Other
10074621,Vishudh Women White & Navy Blue Printed Straight Kurta,Vishudh,Women,447,Blue,fall,7.9,Clothing,Low Stock,Kurta
10089143,Divine Casa Olive Green & Beige Geometric Reversible AC Room 110 GSM Single Bed Dohar,Divine Casa,Unisex,767, Green,fall,8.4,Clothing,In Stock,Other
10064549,Roadster Men Navy Blue Skinny Fit Mid-Rise Clean Look Stretchable Jeans,Roadster,Men,524,Blue,spring,8,Clothing,In Stock,Jeans
10098777,OBSESSIONS Black & White Striped Bath Rug,OBSESSIONS,Unisex,2600, Black,fall,9.5,Clothing,In Stock,Other
10073641,ELLE Red Solid Shoulder Bag,ELLE,Women,1437, Red,all season,7.9,Accessories,Low Stock,Bag
10089133,Divine Casa Black & White Geometric Mild Winter 110 GSM Single Bed Comforter,Divine Casa,Unisex,911, Black,fall,5.7,Clothing,Low Stock,Other
10101129,ELLE Girls Blue Printed Round Neck T-shirt,ELLE,Girls,494,Blue,summer,8.1,Clothing,In Stock,Shirt
10092065,Namyaa Set of 2 Natural Lip Serums for Skin Toning + Lightening + Moisturizing 30 g Each,Namyaa,Unisex,384,Maroon,fall,5.6,Clothing,Low Stock,Other
1009680,ONLY Blue Washed Skorts,ONLY,Women,508,Blue,fall,5.7,Clothing,Low Stock,Other
10072215,Puma Girls Green Solid A.C.E. Leggings G Laurel Wreath Skinny-Fit Tights,Puma,Girls,1199, Green,fall,4.1,Clothing,Out of Stock,Other
10092457,Schwarzkopf PROFESSIONAL Bonacure Peptide Repair Rescue Conditioner 200 ml,Schwarzkopf PROFESSIONAL,Unisex,792,Pink,fall,5,Clothing,Low Stock,Other
10089333,Bodycare Pack of 2 Assorted Lightly Padded T-shirt Bras E6552LOVS,Bodycare,Women,820,Black,summer,8.9,Clothing,In Stock,Shirt
10101325,DODO & MOA Women Maroon Fit and Flare Dress,DODO & MOA,Women,3149, Maroon,fall,7.6,Clothing,Low Stock,Other
10091359,SOJANYA Men Olive Green Solid Asymmetric Kurta,SOJANYA,Men,674, Green,fall,8.1,Clothing,In Stock,Kurta
10064145,Newport Men Red Printed Round Neck T-shirt,Newport,Men,399, Red,summer,8.7,Clothing,In Stock,Shirt
10072955,Eske Men Olive Green Zephyr Travel Pouch,Eske,Men,2999, Green,fall,6.2,Clothing,Low Stock,Other
10075293,Bohemia Crystal Set of 6 Claudia Wine Glasses 230ml,Bohemia Crystal,Unisex,2639,Beige,fall,8.5,Clothing,In Stock,Other
10105821,Genie Women Navy Blue 15 inches Solid Small Backpack,Genie,Women,1327,Blue,fall,9.3,Clothing,In Stock,Backpack
10104827,Alena Women Grey Printed A-Line Kurta,Alena,Women,571, Grey,fall,9.3,Clothing,In Stock,Kurta
10064121,Newport Men Navy Blue Printed Round Neck T-shirt,Newport,Men,479,Blue,summer,7.4,Clothing,Low Stock,Shirt
10096283,Rajasthan Decor Screen Print Red Set Of Two Pillow Covers,Rajasthan Decor,Unisex,449, Red,fall,8.8,Clothing,In Stock,Other
10074625,Vishudh Women Teal Yoke Design Straight Kurta,Vishudh,Women,1299,Pink,fall,6,Clothing,Low Stock,Kurta
10101607,Steenbok Men White Printed Round Neck T-shirt,Steenbok,Men,699, White,summer,8.2,Clothing,In Stock,Shirt
10068611,ZHEIA Women Blue Skinny Fit Mid-Rise Low Distress Stretchable Jeans,ZHEIA,Women,881,Blue,spring,7.6,Clothing,Low Stock,Jeans
10064545,Roadster Men Grey Slim Fit Mid-Rise Clean Look Stretchable Jeans,Roadster,Men,1299, Grey,spring,6.9,Clothing,Low Stock,Jeans
10096845,Soumya Multicoloured Printed Single Long Door Curtain,Soumya,Unisex,1994, Red,fall,9.8,Clothing,In Stock,Other
10073123,UCLA Men Red & Navy Blue Slim Fit Checked Casual Shirt,UCLA,Men,849,Blue,spring,5.6,Clothing,Low Stock,Shirt
10065477,Louis Philippe Men White & Red Slim Fit Striped Formal Shirt,Louis Philippe,Men,1949, Red,spring,9.1,Clothing,In Stock,Shirt
1010442,Belle Fille Women Red Solid Sporty  Jacket,Belle Fille,Women,639, Red,winter,5.2,Outerwear,Low Stock,Jacket
10071081,Campus Women Grey Mesh Running Shoes,Campus,Women,589, Grey,fall,4.5,Footwear,Out of Stock,Other
10105869,Genie Women Red 15 inches Solid Small Backpack,Genie,Women,879, Red,fall,5,Clothing,Low Stock,Backpack
10065447,Louis Philippe Men Blue Slim Fit Striped Formal Shirt,Louis Philippe,Men,2251,Blue,spring,6.8,Clothing,Low Stock,Shirt
10089407,Bodycare Pack of 2 Assorted Lightly Padded T-shirt Bras E6552COLOV,Bodycare,Women,820,Beige,summer,8.3,Clothing,In Stock,Shirt
10073643,ELLE Black Textured Shoulder Bag,ELLE,Women,1257, Red,all season,8.7,Accessories,In Stock,Bag
10088871,DressBerry Set of 3 Ivory Body Mists,DressBerry,Women,1110,Green,fall,8.4,Clothing,In Stock,Other
10066969,Mochi Maroon Embroidered Clutch,Mochi,Women,990, Red,fall,8.5,Clothing,In Stock,Other
10073657,ELLE Orange Solid Shoulder Bag,ELLE,Women,1317, Orange,all season,5.5,Accessories,Low Stock,Bag
10092025,Campus Men Grey Mesh Running Shoes,Campus,Men,809, Grey,fall,8.5,Footwear,In Stock,Other
10074605,Vishudh Women Black Checked Straight Palazzos,Vishudh,Women,699, Black,fall,5.3,Clothing,Low Stock,Other
1010476,Belle Fille Black Hooded Jacket,Belle Fille,Women,679, Black,winter,6.8,Outerwear,Low Stock,Jacket
10071387,IMYOUNG Men White Printed Scoop Neck T-shirt,IMYOUNG,Men,699, White,summer,9.3,Clothing,In Stock,Shirt
10089295,Namyaa Intimate Hygiene Wash & Whitening Serum,Namyaa,Women,879, White,fall,8.2,Clothing,In Stock,Other
10095327,HERE&NOW Women Black Bootcut Mid-Rise Clean Look Stretchable Jeans,HERE&NOW,Women,539, Black,spring,8.3,Clothing,In Stock,Jeans
10072511,Femmora Women Pink & Green Night suit 125601,Femmora,Women,999, Green,fall,7.2,Clothing,Low Stock,Other
10073831,Free Authority Men White Batman Printed T-shirt,Free Authority,Men,449, White,summer,8,Clothing,In Stock,Shirt
1010546,V Dot by Van Heusen Navy Single-Breasted Formal Suit,V Dot,Men,5499, Navy,fall,9.7,Clothing,In Stock,Other
10101691,ELLE Women Assorted Solid Sneakers,ELLE,Women,1199,White,fall,8.1,Footwear,In Stock,Other
10075853,Organic Harvest Unisex Age Reversal Cream 50gm,Organic Harvest,Unisex,1027,Brown,fall,5.2,Clothing,Low Stock,Other
10071025,Kvsfab Women Black Embroidered Straight Kurta,Kvsfab,Women,1109, Red,fall,5.9,Clothing,Low Stock,Kurta
10073651,ELLE Grey & Red Colourblocked Shoulder Bag,ELLE,Women,1257, Red,all season,9.8,Accessories,In Stock,Bag
10064479,Roadster Men Blue Skinny Fit Mid-Rise Clean Look Stretchable Jeans,Roadster,Men,1299,Blue,spring,9.8,Clothing,In Stock,Jeans
10098387,KLEIO Red Solid Sling Bag,KLEIO,Women,615, Red,all season,7.4,Accessories,Low Stock,Bag
10064471,Roadster Men Blue Skinny Fit Mid-Rise Clean Look Stretchable Jeans,Roadster,Men,1299,Blue,spring,9.6,Clothing,In Stock,Jeans
10075491,MIWAY Women Brown & White Striped Wide Leg Cropped Palazzos,MIWAY,Women,1099, White,fall,8.4,Clothing,In Stock,Other
10071785,Campus Men Blue Mesh Running Shoes,Campus,Men,839,Blue,fall,4.9,Footwear,Out of Stock,Other
10076249,Smiley World Women Burgundy Solid Sweatshirt,Smiley World,Women,524, Burgundy,spring,7.3,Clothing,Low Stock,Shirt
10071499,Friskers Men Blue Printed Round Neck T-shirt,Friskers,Men,407,Blue,summer,4.1,Clothing,Out of Stock,Shirt
10085061,PANIT Women Pink Regular Fit Solid Peg Trousers,PANIT,Women,475, Pink,spring,6.1,Clothing,Low Stock,Trousers
10098385,KLEIO Women Blue Textured Sling Bag,KLEIO,Women,615,Blue,all season,6.4,Accessories,Low Stock,Bag
10076055,ZIYAA Women Blue Solid Kurta with Sharara,ZIYAA,Women,1180,Blue,fall,8.4,Clothing,In Stock,Kurta
10064565,Roadster Men Blue Super Skinny Fit Mid-Rise Mildly Distressed Stretchable Jeans,Roadster,Men,1299,Blue,spring,5.5,Clothing,Low Stock,Jeans
10071263,Maserati Men Blue Analogue Watch R8871612024,Maserati,Men,23200,Blue,all season,9.1,Accessories,In Stock,Watch
10064553,Roadster Men Blue Slim Fit Mid-Rise Low Distress Stretchable Jeans,Roadster,Men,524,Blue,spring,7.7,Clothing,Low Stock,Jeans
10073113,UCLA Men Brown Printed Round Neck T-shirt,UCLA,Men,449, Brown,summer,4.1,Clothing,Out of Stock,Shirt
10092125,Ecko Unltd Men Olive Green Solid Hooded T-shirt,Ecko Unltd,Men,699, Green,summer,4.6,Clothing,Out of Stock,Shirt
10089159,Zink London Women Red Blouson Dress,Zink London,Women,659, Red,fall,5.9,Clothing,Low Stock,Other
10101401,JUMP USA Women Blue Slim Fit Mid-Rise Clean Look Jeans,JUMP USA,Women,769,Blue,spring,5.4,Clothing,Low Stock,Jeans
10080501,Tokyo Talkies Women Green Maxi Dress,Tokyo Talkies,Women,1299, Green,fall,6.5,Clothing,Low Stock,Other
10069795,Marvel by Wear Your Mind Men Black Printed Round Neck T-shirt,Marvel by Wear Your Mind,Men,559, Black,summer,7.3,Clothing,Low Stock,Shirt
10089359,Bodycare Pack of 2 Assorted Lightly Padded T-shirt Bras E6552FIRRA,Bodycare,Women,820,Navy,summer,6,Clothing,Low Stock,Shirt
10105855,Genie Women Green 15 inches Solid Small Backpack,Genie,Women,1327, Green,fall,4.9,Clothing,Out of Stock,Backpack
10096271,Rajasthan Decor  Set of 2 Khadi Print Pillow Cover,Rajasthan Decor,Unisex,449,Beige,fall,8.6,Clothing,In Stock,Other
10075357,Archies Set of 4 Black Printed MDF Coasters,Archies,Unisex,699, Black,fall,6.8,Clothing,Low Stock,Other
10101647,ELLE Women Blue Woven Design Heels with Shimmer Effect,ELLE,Women,979,Blue,fall,9.3,Clothing,In Stock,Other
10074941,Red Tape Men Red & White Regular Fit Checked Casual Shirt,Red Tape,Men,719, Red,spring,9.6,Clothing,In Stock,Shirt
10105691,DDecor Purple Abstract 140 TC Cotton 1 Queen Bedsheet with 2 Pillow Covers,DDecor,Unisex,1199, Purple,fall,6.6,Clothing,Low Stock,Other
10101665,ELLE Women White Solid Sneakers,ELLE,Women,923, White,fall,8.1,Footwear,In Stock,Other
10069713,Casio Enticer Men White Analogue watch A1561,CASIO,Men,3006, White,all season,4.3,Accessories,Out of Stock,Watch
10073661,ELLE Red Solid Shoulder Bag,ELLE,Women,1497, Red,all season,5.9,Accessories,Low Stock,Bag
10075969,Puma Men Black Progression Pro IDP Sneakers,Puma,Men,1999, Black,fall,9.5,Footwear,In Stock,Other
10068579,ZHEIA Women Blue Skinny Fit Mid-Rise Clean Look Stretchable Jeans,ZHEIA,Women,881,Blue,spring,8.8,Clothing,In Stock,Jeans
10085973,Tokyo Talkies Women Mustard Yellow Floral Print Maxi Dress,Tokyo Talkies,Women,1299, Yellow,fall,8.1,Clothing,In Stock,Other
10083433,Marie Claire Women Off-White & Blue Printed Open Front Shrug,Marie Claire,Women,645,Blue,fall,5.9,Clothing,Low Stock,Other
10075455,Vishudh Women Red Printed A-Line Top,Vishudh,Women,1299, Red,fall,9.9,Clothing,In Stock,Other
10080309,Puma Men Black Sneakers,Puma,Men,2274, Black,fall,9.4,Footwear,In Stock,Other
10074437,Kittens Boys Black Slip-On Sneakers,Kittens,Boys,949, Black,fall,9,Footwear,In Stock,Other
10071317,Puma Unisex Black Slip-On Sneakers,Puma,Unisex Kids,1499, Black,fall,6.3,Footwear,Low Stock,Other
10081151,Chumbak Women Black Analogue Watch 8907605068843,Chumbak,Women,1017, Black,all season,8,Accessories,In Stock,Watch
10064531,Roadster Men Blue Skinny Fit Mid-Rise Clean Look Stretchable Jeans,Roadster,Men,594,Blue,spring,8.8,Clothing,In Stock,Jeans
10099093,YK Girls Pink & Rose Gold-Toned Printed Open Toe Flats,YK,Girls,699, Pink,fall,7.2,Clothing,Low Stock,Other
10066255,Allen Solly Men Blue Sport Slim Fit Solid Casual Shirt,Allen Solly,Men,1249,Blue,spring,9.7,Clothing,In Stock,Shirt
10095277,HERE&NOW Women Blue Skinny Fit Mid-Rise Clean Look Stretchable Jeans,HERE&NOW,Women,599,Blue,spring,9.7,Clothing,In Stock,Jeans
10080603,Vishudh Women Mustard Solid Kurta with Palazzos & Dupatta,Vishudh,Women,1999, Mustard,fall,4.3,Clothing,Out of Stock,Kurta
10073645,ELLE Pink Solid Shoulder Bag,ELLE,Women,1317, Pink,all season,7.7,Accessories,Low Stock,Bag
10064511,Roadster Men Blue Regular Fit Mid-Rise Clean Look Stretchable Jeans,Roadster,Men,509,Blue,spring,7.4,Clothing,Low Stock,Jeans
10066951,Mochi Black & Gold-Toned Embellished Embellished Clutch,Mochi,Women,990, Black,fall,7.6,Clothing,Low Stock,Other
10096291,Rajasthan Decor Set of 2 Printed Pillow Covers,Rajasthan Decor,Unisex,424,Black,fall,8.2,Clothing,In Stock,Other
10089439,Bodycare Pack of 2 Assorted Lightly Padded T-shirt Bras E6552CORA,Bodycare,Women,820,White,summer,5.3,Clothing,Low Stock,Shirt
10101677,ELLE Women White Laser Cuts Sneakers,ELLE,Women,989, White,fall,4.5,Footwear,Out of Stock,Other
10074559,Aber & Q Women Pink Solid Peep Toes,Aber & Q,Women,1819, Pink,fall,6.8,Clothing,Low Stock,Other
10088889,Crew STREET Men Black Mesh Walking Shoes,Crew STREET,Men,749, Black,fall,8.9,Footwear,In Stock,Other
10080183,DressBerry Women Pack of 2 Solid Shoe Liners,DressBerry,Women,301,Green,fall,6.5,Clothing,Low Stock,Other
10089335,Bodycare Women Pack of 2 Assorted Lightly Padded T-shirt Bras E6552WWI,Bodycare,Women,820,Black,summer,5.6,Clothing,Low Stock,Shirt
10098381,KLEIO Green Solid Sling Bag,KLEIO,Women,615, Green,all season,9.3,Accessories,In Stock,Bag
10098363,KLEIO Tan Brown Quilted Sling Bag,KLEIO,Women,615, Brown,all season,6.3,Accessories,Low Stock,Bag
10089431,Bodycare Pack of 2 Assorted Lightly Padded T-shirt Bras E6552COWI,Bodycare,Women,820,Brown,summer,6.2,Clothing,Low Stock,Shirt
10065507,Louis Philippe Men Blue Slim Fit Striped Formal Shirt,Louis Philippe,Men,1236,Blue,spring,4.6,Clothing,Out of Stock,Shirt
10075299,Bohemia Crystal Set of 6 Orange & Transparent Whiskey Glasses,Bohemia Crystal,Unisex,1949, Orange,fall,5.6,Clothing,Low Stock,Other
10071511,Friskers Men Mustard Yellow Printed Round Neck T-shirt,Friskers,Men,399, Yellow,summer,7.6,Clothing,Low Stock,Shirt
10075955,Puma Men Black Sear IDP Sneakers,Puma,Men,1719, Black,fall,5.9,Footwear,Low Stock,Other
10089151,Divine Casa Navy Blue & White Striped Mild Winter 110 GSM Single Bed Comforter,Divine Casa,Unisex,911,Blue,fall,5.2,Clothing,Low Stock,Other
10069705,CASIO G-Shock Men Blue Dial Basic Watch DW-5600CC-2DR - G905,CASIO,Men,4395,Blue,all season,6.8,Accessories,Low Stock,Watch
10080029,EQUINOX Men Grey Regular Fit Printed Formal Shirt,EQUINOX,Men,796, Grey,spring,4.3,Clothing,Out of Stock,Shirt
10095335,HERE&NOW Women Black Super Skinny Fit Mid-Rise Clean Look Stretchable Jeans,HERE&NOW,Women,1299, Black,spring,5.2,Clothing,Low Stock,Jeans
10089423,Bodycare Pack of 2 Assorted Lightly Padded T-shirt Bras E6552COFIR,Bodycare,Women,820,Brown,summer,4.1,Clothing,Out of Stock,Shirt
10092083,Roadster Men Navy Blue Slim Fit Mid-Rise Clean Look Stretchable Jeans,Roadster,Men,599,Blue,spring,5.3,Clothing,Low Stock,Jeans
10074385,Kazo Women Black Striped Top,Kazo,Women,845, Black,fall,4.4,Clothing,Out of Stock,Other
10074431,Kittens Boys Tan Sandals,Kittens,Boys,949,Green,fall,8,Footwear,In Stock,Other
10074967,Red Tape Men Black Regular Fit Checked Casual Shirt,Red Tape,Men,779, Red,spring,6.7,Clothing,Low Stock,Shirt
10088847,Simply Boys Pack of 2 Henley Neck T-shirts,Simply,Boys,465,Black,summer,7.7,Clothing,Low Stock,Shirt
10071529,Friskers Men Orange Printed Round Neck T-shirt,Friskers,Men,610, Orange,summer,7.6,Clothing,Low Stock,Shirt
10073119,UCLA Men Blue & Off-White Slim Fit Checked Casual Shirt,UCLA,Men,749,Blue,spring,6.9,Clothing,Low Stock,Shirt
10101425,Sparx Men Navy Blue & Navy Blue Sports Sandals,Sparx,Men,999,Blue,fall,9,Footwear,In Stock,Other
10071463,Shoetopia Women Gold-Toned Woven Design Mules,Shoetopia,Women,499, Gold,fall,6.5,Clothing,Low Stock,Other
10073889,Unravel India Yellow & White Printed Ceramic Oval Table Top Planter,Unravel India,Unisex,509, Yellow,fall,6.3,Clothing,Low Stock,Other
10089409,Bodycare Pack of 2 Assorted Lightly Padded T-shirt Bras E6552DPUWI,Bodycare,Women,820,Green,summer,4.1,Clothing,Out of Stock,Shirt
10089377,Bodycare Pack of 2 Assorted Lightly Padded T-shirt Bras E6552DPULOV,Bodycare,Women,820,Green,summer,9.8,Clothing,In Stock,Shirt
10063867,Campus Men QUICK-2 Navy Sports Sandals,Campus,Men,539, Navy,fall,9.1,Footwear,In Stock,Other
10099485,Flying Machine Men Navy Blue Slim Tapered Michael Mid-Rise Clean Look Stretchable Jeans,Flying Machine,Men,879,Blue,spring,6.3,Clothing,Low Stock,Jeans
10080499,Tokyo Talkies Women Blue & Black Regular Fit Checked Casual Shirt,Tokyo Talkies,Women,686,Blue,spring,5.7,Clothing,Low Stock,Shirt
1009381,Evoke 1899 Grey Melange T-shirt,Evoke 1899,Men,1299, Grey,summer,8.3,Clothing,In Stock,Shirt
10099543,Flying Machine Men Light Blue Printed Round Neck T-shirt,Flying Machine,Men,549,Blue,summer,5,Clothing,Low Stock,Shirt
10064543,Roadster Men Blue Skinny Fit Mid-Rise Clean Look Stretchable Jeans,Roadster,Men,594,Blue,spring,4.3,Clothing,Out of Stock,Jeans
10089393,Bodycare Women Pack of 2 Assorted Lightly Padded T-shirt Bras E6552PIWI,Bodycare,Women,820,Black,summer,4.3,Clothing,Out of Stock,Shirt
10101327,DODO & MOA Women Red Fit and Flare Dress,DODO & MOA,Women,1046, Red,fall,8.7,Clothing,In Stock,Other
10098479,Voylla Gold-Toned & Blue Teardrop Shaped Jhumkas,Voylla,Women,573,Blue,fall,4.5,Clothing,Out of Stock,Other
10099533,Flying Machine Men Navy Solid Round Neck T-shirt,Flying Machine,Men,359, Navy,summer,6.4,Clothing,Low Stock,Shirt
10075401,Tokyo Talkies Women Burgundy Embroidered A-Line Top,Tokyo Talkies,Women,542, Red,fall,7.4,Clothing,Low Stock,Other
10068643,GIORDANO Brown Solid Sling Bag,GIORDANO,Women,1094, Brown,all season,8.3,Accessories,In Stock,Bag
10084985,Voylla Brass Plated Gold-Toned & Beige Handcrafted Crescent Shaped Chandbalis,Voylla,Women,1311, Beige,fall,6.7,Clothing,Low Stock,Other
10096821,Soumya Red Single Long Door Curtain,Soumya,Unisex,1994, Red,fall,9.5,Clothing,In Stock,Other
10064463,Roadster Men Blue Skinny Fit Mid-Rise Clean Look Stretchable Jeans,Roadster,Men,1299,Blue,spring,7.7,Clothing,Low Stock,Jeans
10099471,Flying Machine Men Blue Skinny Fit Low-Rise Clean Look Stretchable Jeans,Flying Machine,Men,804,Blue,spring,6.3,Clothing,Low Stock,Jeans
10064499,Roadster Men Blue Super Skinny Fit Mid-Rise Low Distress Stretchable Jeans,Roadster,Men,1299,Blue,spring,8,Clothing,In Stock,Jeans
10064561,Roadster Men Navy Blue Slim Fit Mid-Rise Clean Look Stretchable Jeans,Roadster,Men,599,Blue,spring,7,Clothing,Low Stock,Jeans
10075937,Puma Unisex Black Pacer Next Excel Core Sneakers,Puma,Unisex,3299, Black,fall,6.8,Footwear,Low Stock,Other
10080571,TAYHAA White Sand Stone Face Statue,TAYHAA,Unisex,1260, White,fall,9.5,Clothing,In Stock,Other
10089303,YASH GALLERY Women Black Printed A-Line Kurta,YASH GALLERY,Women,1259, Black,fall,5.7,Clothing,Low Stock,Kurta
10089305,YASH GALLERY Women Turquoise Blue Printed A-Line Kurta,YASH GALLERY,Women,1169,Blue,fall,5.4,Clothing,Low Stock,Kurta
10063875,Campus Men Navy Blue Sandals,Campus,Men,759,Blue,fall,4.8,Footwear,Out of Stock,Other
10089353,Bodycare Pack of 2 Assorted Lightly Padded T-shirt Bras E6552CORE,Bodycare,Women,820,Navy,summer,6.5,Clothing,Low Stock,Shirt
10098373,KLEIO Women Green Textured Sling Bag,KLEIO,Women,615, Green,all season,6.4,Accessories,Low Stock,Bag
10096923,VRINDA Yellow Printed Door Curtain,VRINDA,Unisex,749, Yellow,fall,7.1,Clothing,Low Stock,Other
10065659,Dennmarks Green Striped Hand Painted Flower Vase,Dennmarks,Unisex,896, Green,fall,7,Clothing,Low Stock,Other
10075851,Organic Harvest Unisex Moisturising Sheet Face Mask 20g,Organic Harvest,Unisex,91,Brown,fall,4.2,Clothing,Out of Stock,Other
10091347,SOJANYA Men Blue & Off-White Self Design Kurta with Churidar,SOJANYA,Men,1349,Blue,fall,4.1,Clothing,Out of Stock,Kurta
1010448,Belle Fille Navy Hooded Sweatshirt,Belle Fille,Women,639, Navy,spring,8.9,Clothing,In Stock,Shirt
10074613,Vishudh Red Yoke Embroidered Tunic,Vishudh,Women,542, Red,fall,9.5,Clothing,In Stock,Other
10101255,Soumya Cream-Coloured Single Long Door Curtain,Soumya,Unisex,825, Red,fall,8.9,Clothing,In Stock,Other
10098569,DressBerry Women Navy Blue & Off-White Striped Skinny Fit Mid-Rise Clean Look Jeans,DressBerry,Women,509,Blue,spring,9.2,Clothing,In Stock,Jeans
10081369,Wintage Men Brown Solid Woven Nehru Jacket,Wintage,Men,1799, Brown,winter,9.4,Outerwear,In Stock,Jacket
10072299,People Women Olive Green Striped Top,People,Women,494, Green,fall,5.9,Clothing,Low Stock,Other
